taxonomicName,popularityRating,commonNames
Calendula officinalis,,"Tibbi Nergis,Qaraqus,China,Mercadela,To-Kinsen-Ka,Calendula,Virreina,Kamisha Bahar,Maravilla,Chin Chan Hua,Aklelmulk,Atunjaq,Oqhuwan"
Calicophysum brevipes,,nan
Calla palustris,,"Drachenwurz,Wild Call,nan"
Calliandra anomala,,Tlacoxilohxochitl
Calliandra grandiflora,,Xiloxchitl
Calliandra houstoniana,,"Pambotano,Calliandre"
Calliandra portoricensis,,nan
Calliandra sp,,nan
Callicarpa americana,,"Mulberry,Dwarf"
Callicarpa arborea,,nan
Callicarpa cana,,"Puchuk ring-ring,Meniran besar,Meniran kasar,Tampang besi"
Callicarpa dichotoma,,nan
Callicarpa elegans,,nan
Callicarpa formosana,,nan
Callicarpa lanata,,nan
Callicarpa longifolia,,"Sulap,Nasi-nasi,Meniran utan,Chapal,Chapal besi,Karat besi,Tampang besi puteh"
Callicarpa macrophylla,,nan
Callicarpa pedunculata,,nan
Callicarpa pentandra,,nan
Callicarpa reevesii,,nan
Callicarpa tomentosa,,"Ambong-ambong bukit,Kata kerau"
Callichilia barteri,,Oligborogan
Calligonum polygonoides,,nan
Callirhoe digitata,,nan
Callirhoe involucrata,,nan
Callisia repens,,"Chiendent,Belle Mere Soleil,Bon Dieu Mouri,Bon Dieu Soleil,Mais Marron"
Callitris arborea,,nan
Callitris quadrivalvia,,Sandarak
Callitris quadrivalvis,,Arartree
Calluna vulgaris,,"Funda,Heather,Brecina"
Calocarpum sapota,,nan
Caloncoba echinata,,nan
Calonyction aculeatum,,"Liseron,nan"
Calonyction muricatum,,nan
Calophyllum amoenum,,nan
Calophyllum blancoi,,Palo Maria Del Monte
Calophyllum brasiliense,,nan
Calophyllum calaba,,"Damarie,Mara,Dalmarie,Dame Marie,Bois Marie,Damage,Dalmagre,Malagueta"
Calophyllum elatum,,nan
Calophyllum inophyllum,,"Tamanou,Penaga laut,Pudek,Bentangor bunga,Nyamplung,Palo Maria"
Calophyllum kunstleri,,Bentangor batu
Calophyllum soulattri,,"Bentangor bunga,Mintak"
Calophyllum spectabille,,nan
Calophyllum tacamahaca,,Tacamahaca
Calophyllum wallichianum,,nan
Calopogonium coeruleum,,nan
Calopogonium mucunoides,,nan
Calotropis gigantea,,"Algodon De Seda,Biduri,Sidaguri,Arka,Mudar Plant,Kemengu,Rembega,Remiga,Arbre A Soie,Saduri,Ushar,Kayu berduri,Akanda,Khok,Mudar Pflanze,Widuri"
Calotropis procera,,"Giant Milkweed,Al Dibaj"
Calpurnia aurea,,nan
Calpurnia intrusa,,nan
Calpurnia robinioides,,nan
Caltha palustris,,"Sunergisi,Marigold,Marsh,Marsh Marigold"
Calvaria formosa,,nan
Calvatia cakavu,,nan
Calvatia lilacian,,nan
Calvatia lilacina,,nan
Calycanthus fertilis,,Carolina Allspice
Calycanthus florida,,nan
Calycophyllum candidissimum,,nan
Calycopteris floribunda,,Pelawas
Calycotome villosa,,Kandoul
Calyptocarpus vialis,,nan
Calystegia japonica,,Hirugao
Calystegia sepium,,"Tun Ch'Ang Ts'Ao,Hsu Chin Keu,Correhuela Mayor,Hsuan Hua"
Calystegia soldanella,,"Berza Marina,Meerstrandswinde,Cavolo Di Mare,Liseron Soldanelle,Zeewinde,Sea Bindweed"
Camelina sativa,,Dandakorn
Camellia japonica,,"Ch'A Hua,Yabu-Tubaki,Tz'U Ch'A,Ch'A Chin T'Iao"
Camellia japonicavar.hortensis,,Tubaki
Camellia kissi,,nan
Camellia sasanqua,,"Ch'A Mei Hua,Sazanka,nan"
Camellia sinensis,,"Cay,Wu I Ch'A,Ch'A,Green Tea,Hsueh Ch'A,Ming,P'U Erh Ch'A,Lo Chieh Ch'A,P'U T'O Ch'A,Shui Sha Lien Ch'A,Tea,An Hua Ch'A"
Campanula glauca,,nan
Campanula medium,,Cloke
Campanula raiponse,,Farolito
Campanula rapunculus,,"Melez Cancicegi,Pate Di Sautrale,Raponchigo,nan"
Campanula rotundifolia,,"Bluebell Of Scotland,Chilete"
Campanula trachelium,,"Bleuwe Ortiye,Canterberry Bells"
Campanumoea javanica,,nan
Campanumoea pilosula,,Fang Tang
Campelia zanonia,,nan
Camphorosma monspeliaca,,nan
Campsiandra laurifolia,,nan
Campsis chinensis,,nan
Campsis grandiflora,,"Tzu Wei,Nozen-Katura,Nozen-Kazura,Ling Hsiao Hua,Ling T'Iao"
Camptosema paraguariense,,nan
Camptotheca acuminata,,nan
Cananga odorata,,"Ilang-Ilang,Cananga,Ylang-Ylang,Kananga"
Cananga odoratum,,"Wangsa,Semenderasa,Kananga,Kenanga"
Canarium album,,"Kan Lan,Ch'Ing Kuo,Lu Lan"
Canarium amboinense,,nan
Canarium asperum,,nan
Canarium bengalense,,nan
Canarium boivini,,Ramy
Canarium commune,,"Kanarya Cani,nan"
Canarium edule,,nan
Canarium hirsutum,,Pokok damar degun
Canarium madagascariense,,Ramy
Canarium multiflorum,,Ramy
Canarium oleosum,,nan
Canarium ovatum,,nan
Canarium pimela,,Wu Lan
Canarium samoense,,nan
Canarium schweinfurthii,,nan
Canarium sp.,,Kananga
Canarium venosum,,nan
Canarium zeylanicum,,nan
Canavalia cathartica,,nan
Canavalia ensiformis,,"Tao Tou,Jack Bean,Jackbean,Pois Maldioc"
Canavalia galeata,,nan
Canavalia gladiata,,"Kachang parang (Chopper bean),Kachang polong,Carabanz,Nata-Mame"
Canavalia maritima,,"Lan Mer,Pos Maldioc,Mate De Costa,Pois Zombi"
Canavalia nitida,,"Graines Ouari,Ouari,Mate Colorado"
Canavalia obtusifolia,,nan
Canavalia villosa,,Cicimatic
Canella alba,,nan
Canella winterana,,"Beyaz Tarcin,Canela,Canille"
Canna edulis,,nan
Canna gigantea,,nan
Canna glauca,,"Muru,Achira"
Canna indica,,"Canne Indienne,Kana,Moz Wardi,Achira Roja,Balisier Rouge,Tasbih Chichegi,Indisches Blumenrohr,Marzwan,Meeru,Maz Fahal,Hind Qamishi,Cocoyotzin"
Canna orientalis,,"Sigi-sigi,Buah tasbef"
Canna sp,,Canna
Canna speciosa,,nan
Canna warszewiczii,,nan
Cannabis sativa,,"Ta Ma,Ma Jen Chiu,Bangue,Canamo,Hemp,Hint Keneviri,Han Ma,Huang Ma,Ma Fen,Mariguana,Canamo Indio,Ganja,Huo Ma,Tchene,Bhang,Kenevir,Hemp,Indian,Qunnab"
Canscora decussata,,nan
Canscora diffusa,,nan
Canthium aciculatum,,"Akar serumat,Melor hutan"
Canthium dicoccum,,Merejah
Canthium horridum,,"Betu,Ubat luka,Bulang"
Canthium merrillii,,nan
Canthium monstrosum,,nan
Canthium parviflorum,,"Kanden,Wild Jessamine,Merajah,Kirni"
Canthium subcordatum,,nan
Canthium ventosa,,nan
Capparis acuminata,,"Gedangen,Balongan"
Capparis arythrocarpos,,nan
Capparis baducca,,nan
Capparis coriacea,,nan
Capparis cynophallophora,,"Frijol,Caprier Rampant,Bois D'Argent,Bois Caca,Bois Couleuvre"
Capparis decidua,,nan
Capparis erythrocarpos,,nan
Capparis fascicularis,,nan
Capparis flexuosa,,Bois Moutarde
Capparis frutescens,,nan
Capparis gonaivensis,,Bois Rave
Capparis grandis,,nan
Capparis heyneana,,nan
Capparis horrida,,nan
Capparis incana,,nan
Capparis jamaicensis,,nan
Capparis micracantha,,"Kayu tujoh,Melada,Kledoeng"
Capparis micrantha,,nan
Capparis pyrifolia,,Lam.
Capparis rupestris,,Cappero
Capparis sandwichiana,,nan
Capparis sepiaria,,nan
Capparis sp,,nan
Capparis spinosa,,"Kebre,Capparis Spinosa,Caper,Kabar"
Capparis thonningii,,Humbug
Capparis tomentosa,,nan
Capparis twediana,,Meloncillo
Capparis zeylanica,,nan
Capraria biflora,,"The Du Mexique,Te Criollo,Feregosa,Capraire,The Indigene,The Pays,Suisse,Santa Maria,The De St Domingue"
Capriola dactylon,,nan
Capsella bursa-pastoris,,"Shepherd'S Purse,Coban Cantasi,Nazuna,Ti Mi Ts'Ai,Pan Y Quesillo,Chi Ts'Ai,Kees Al Rai'Y"
Capsicum annum,,To-Garasi
Capsicum annuum,,"Kirmizi Biber,Piment Doux,La Chiao,Aji Dulce,Filfil,Pimiento,Chabai achong"
Capsicum baccatum,,"Hint Biberi,Cayenne,Piment Zouezeau,Piment Zouezo,Aji Montesino"
Capsicum frutescens,,"Piment De Cayenne,Sili Biberi,Chile,Pepper,Red,Filfil Darah"
Capsicum frytescens,,nan
Capsicum minimum,,Sakaipilo
Capsicum sp,,"Piments,Cayenne"
Capsicum sp.,,"Lombok,Chabai burong"
Caraipa fasciculata,,nan
Caraipa psidifolia,,nan
Carallia brachiata,,Merpuing
Carallia suffruticosa,,"Sisek puyoh,Tulang daeng,Meransi"
Caralluma aucheriana,,nan
Caralluma edulis,,nan
Carapa granatum,,"Nyireh,Nyireh bunga,Niris bunga"
Carapa guianensis,,nan
Carapa guienensis,,nan
Carapa guineensis,,nan
Carapa moluccensis,,nan
Carapa procera,,nan
Cardamine amara,,"Crescione Amare,Large Bittercress,Cresson Amer,Cressen"
Cardamine impatiens,,nan
Cardamine nasturtioides,,Berros
Cardamine pratensis,,"Yabani Tere Otu,Cressen,Berro De Prado"
Cardiopteris moluccana,,Bl.
Cardiospermum grandiflorum,,Kokalende
Cardiospermum halicacabum,,"Pois De Merveille,Ketipes,Toffe-Toffe,Uban kayu,Pois Merveille,Peria bulan,Badha,Baloon Vine,Kola Myetsi,Bonnet Carre,Persil Batard,Kokalende,Pepare karung"
Cardiospermum microcarpum,,nan
Cardopatium corymbosum,,Chamaileon
Carduncellus monspeliensium,,Cardo Arzolla
Carduus acanthoides,,Accantus
Carduus crispus,,Fei Lien
Carduus nutans,,nan
Carduus sp,,Chardon
Carex arenaria,,"Kum Ayakotu,nan"
Carex brevicollis,,Mandabelarr
Carex cernua,,nan
Carex hirta,,Killi Ayakotu
Carex macrocephala,,"Tz'U Jan Ku,Yu Yu Liang,Shih Ts'Ao"
Careya arborea,,Putat kedang
Careya sphaerica,,nan
Carica candamarcensis,,nan
Carica cauliflora,,nan
Carica dodecapetala,,Yacaratia
Carica papaya,,"Katela gantung,Papaya,Chich Put,Kavunagaci,Mapaza,Wan Shou Kuo,Gandul,Papaye,Mu Kua,Papailler,Fan Kua,Papaw,Pawpaw,Betik petik,Papayer,Pawpaw Tree,Pepol,Tinti,Kepaya,Lechoso,Kates,Kuntaia,Lohong Si Phle"
Carica quercifolia,,Yacaratia
Carissa carandas,,nan
Carissa edulis,,nan
Carissa spinarum,,nan
Carlina acaulis,,"Everthroat,Carlina Angelica,nan"
Carlina axaulis,,nan
Carlina vulgaris,,Bodur Domuzdikeni
Carnegiea gigantea,,nan
Carpesium abrotanoides,,"T'Ien Man Ch'Ing,Chi Lu,Ti Sung,Shih Shou,Chan Chu Lan,Yabu-Tabako"
Carpesium divaricatum,,nan
Carpodiptera cubensis,,"Feuilles D'Ortie,Ortie Blanche,Z'Ortie Bois Blanc,Bois Blanc,Bois D'Ortie"
Carpolobia lutea,,nan
Carpotroche amazonica,,nan
Carpotroche brasiliensis,,nan
Carruthersia macgregorii,,nan
Carthamus lanatus,,Thuong Truat
Carthamus oxyacantha,,nan
Carthamus tinctorius,,"Kesumba,Yao Hua,Huang Lan,Qurtum,Hung Hua,Beni-Bana,Kasumba,Azafran,Alazor,Habb Et Quirthim,E'Sfer,Hung Lan Hua"
Carum bulbocastanum,,nan
Carum carvi,,"Krawyah,Kexbenz,Caraway,Hime-Uikyo,Karamankimyonu,Alcaravea"
Carum copticum,,"Ajowan,Oost-Indische Kummel"
Carum petroselinum,,nan
Carum roxburghianum,,Ajmoda
Carya illinoensis,,nan
Carya ovata,,nan
Caryocar amygdaliferum,,nan
Caryocar glabrum,,nan
Caryocar grabrum,,nan
Caryocar sp,,nan
Caryocar tessmannii,,nan
Caryodendron orinocense,,nan
Caryopteris divaricata,,"Yang Ma,Yu,Ma T'Ang"
Caryota mitis,,nan
Caryota urens,,nan
Casearia esculenta,,nan
Casearia fuliginosa,,nan
Casearia graveolens,,nan
Casearia resinifera,,nan
Casearia richii,,nan
Casearia sp,,nan
Casearia sylvestris,,nan
Casearia tomentosa,,nan
Casimiroa edulis,,"Cochitzapotl,Zapote Blanco,Wild Sapote,Weisse Sapote"
Casimiroa sapota,,Cochitzapotl
Cassia absus,,Chaksu
Cassia acutifolia,,"Senna,Sinameki Agaci"
Cassia alata,,"Dartres,Ludanggan,Guajava,Daoen koepang,Fleur Palmiste,Ki manila,Ketepeng,Herbe A Dattes,Fleur Dartre,Ketepeng tijna,Fleurs Saint Christophe,Gelenggang,Ketepeng badak,Fleur St Christophe,Ketepeng kebo,Dates Jaunes,Date,Fleur A Dartres"
Cassia angustifolia,,"Senna,Sene Grandes Feuilles"
Cassia auriculata,,nan
Cassia bahamensis,,nan
Cassia bicapsularis,,nan
Cassia biflora,,nan
Cassia cathartica,,nan
Cassia chamaecrista,,nan
Cassia covesii,,nan
Cassia didymobotrya,,nan
Cassia diphylla,,nan
Cassia emarginata,,"Bois Cabrite,Bois Cabritte,Casse Marron"
Cassia fistula,,"Nanban-Saikati,Sember Hiyari Agaci,Kallober,Klohur,Baton Casse,Kachang kayu (Woody bean),Canafistula,Ch'Ang Kuo Tzu Shu,Keyok,Samyaka,Chacara,Klober"
Cassia floribunda,,nan
Cassia fruticosa,,nan
Cassia grandis,,"Casse,Canafistula Cimarrona,Baton Casse"
Cassia holosericea,,nan
Cassia italica,,nan
Cassia javanica,,"Dulang,nan"
Cassia laevigata,,nan
Cassia marilandica,,nan
Cassia marylandica,,nan
Cassia mimosoides,,Sang Pien Tou
Cassia moschata,,nan
Cassia multijuga,,nan
Cassia nodosa,,"Beregiseh,Bereksa,Sebusok,Busok-busok,nan"
Cassia nomame,,Kawara-Ketumei
Cassia obovata,,"Sene Petites Feuilles,Sen De Espana"
Cassia obtusifolia,,"Gelenggang nasi,Ketepeng,Gelenggang kechil,Gelenggang sayor"
Cassia occidentalis,,"Pois Piante,Kasiah,Wang Chiang Nan,Kachang kota,Menting,Sinamekki,Senting,Khiyar Shember,Shih Chueh Ming,Tlalhoaxin"
Cassia ocidentalis,,Menting
Cassia ornithopoides,,nan
Cassia oxyphylla,,nan
Cassia reticulata,,nan
Cassia senna,,nan
Cassia siamea,,"Jahor,Johar"
Cassia skinneri,,nan
Cassia sophera,,"Ma Ti Chueh Ming,Entjing-entjing,Chueh Ming,Kasamardda"
Cassia sophora,,nan
Cassia sp,,nan
Cassia spectabilis,,nan
Cassia surattensis,,"Gelenggang,nan"
Cassia tagara,,nan
Cassia timorensis,,Eheng
Cassia tomentosa,,nan
Cassia tora,,"Gelenggang kechil,Ts'Ao Chueh Ming,Gelenggang padang,Pistache Marron,Cassia,Foetid,Penitora,Brusca Cimarrona"
Cassia torosa,,Habu-So
Cassia undulata,,nan
Cassinopsis ilicifolia,,nan
Cassytha filiformis,,"Rambut puteri (Princess hair),Akasbel,Tali puteri (Princess thread)"
Castanea dentata,,nan
Castanea mollissima,,nan
Castanea philippensis,,nan
Castanea sativa,,"Castano,Li,Hsin Li,Kestane Agaci,Shan Li,Mao Li,Chestnut,Pan Li"
Castanospermum australe,,nan
Castela texana,,nan
Castela tortuosa,,nan
Castilla elastica,,"Holli,Caucho Criollo Hembra"
Castilleja canescens,,nan
Castilleja communis,,nan
Castilleja patriotica,,nan
Casuarina equisetifolia,,"Chemara laut,Filuwah,Chemara,Roe,Kajoe anjing,Aru,Eru,Kazwarinah,Pino Australiano,Tjemara,Sunober Ustraly,Ru"
Catalpa bignonioides,,nan
Catalpa bungei,,"Tzu,Ch'Iu,Chio Chio Ch'In"
Catalpa kaempferi,,Tzu
Catalpa longissima,,"Roble,Bois Chene,Chene"
Catalpa ovata,,Ki-Sasage
Catasetum fimbriatum,,nan
Catasetum sp,,Sumare
Catha edulis,,Chak
Catharanthus pusilla,,nan
Catharanthus rosea,,Tahi ayam (Fowl feces)
Catharanthus roseus,,"Chawa Pshila,Rattanjot,Adorna Patio,Catalana,Soldier'S Palm,Cangrejera,Libertine,A'In Al Bazzun,Fleur Des Meres,Dominica,Coneja,Madagascar Periwinkle,Flor Boba,Fleurs Des Roches,Periwinkle,Gezayir Benefshesi,Mujer Vegana"
Catharanthus trichophyllus,,nan
Caulophyllum thalictroides,,"Aslankulagi,Blue Cohosh"
Cavanillesia platanifolia,,nan
Cayaponia caboclea,,Manso
Cayaponia citrullifolia,,nan
Cayaponia espelina,,nan
Cayaponia ficifolia,,Tayuya
Cayaponia pedata,,nan
Cayaponia racemosa,,nan
Cayratia carnosa,,nan
Cayratia japonica,,nan
Cayratia mollissima,,nan
Cayratia pedata,,nan
Cayratia sp,,nan
Ceanothus americanus,,"Ceanoto,Ceanote,Wild Snowball,New Jersey Tea,Redroot,Ceanothe,Sackelblume,Amerikaanse Ceanothus"
Ceanothus gracilis,,Tebu kera (Monkey sugarcane)
Ceanothus griffithii,,"Setawar hutan,Setawar gajah"
Ceanothus velutinus,,nan
Cecropia ambaiba,,nan
Cecropia concolor,,nan
Cecropia digitata,,nan
Cecropia hololeuca,,Imbahyba Branca
Cecropia mexicana,,Coilotapalo
Cecropia obtusa,,nan
Cecropia obtusifolia,,nan
Cecropia palmata,,Ambay
Cecropia peltata,,"Bois Canon,Bois Trompette,Yagrumo,Grayumbo,Yagruma,Trompettier,Trompette,Grayumbe,Trumpet Tree"
Cecropia sp,,nan
Cedrela chinense,,nan
Cedrela chinensis,,nan
Cedrela fissilis,,nan
Cedrela mexicana,,nan
Cedrela odorata,,"Cedro,Acajou Femelle,Cedre,Cedro Hembra,Cedre Espagnol"
Cedrela sinensis,,"Ch'Un,nan"
Cedrela sp,,nan
Cedrela sureni,,Suren
Cedrela toona,,"Cedro,Kuberaka,Indian Mahogany,Sisiet om,Tuna"
Cedrus deodara,,nan
Cedrus deodora,,Amaradaru
Cedrus libanensis,,Cedar
Cedrus libani,,Sediragaci
Cedrus libanotica,,nan
Ceiba pentandra,,"Fromager,Kabu kapes,Mengkapas,Randu,Fromagier,Mapou Coton,Kapok,Kapokku-No-Ki,Mapou,Kabu-kabu,Ceiba,Kekabu"
Ceiba pentandta,,nan
Ceiba sp,,nan
Celastrus malayensis,,Akar serapoh (Brittle-wd climb
Celastrus orbicularis,,nan
Celastrus paniculata,,Sila
Celastrus paniculatus,,nan
Celastrus richii,,nan
Celastrus scandens,,"Waxwork,American Bittersweet,Falsa Dulcamara,Douce Amer De L'Amerique,Amerikaanse Bitterzoet,Bittersweet,Amerikanische Bittersuss"
Celastrus serratus,,nan
Celosia argentea,,"Ch'Ing Hsiang,Bayam merah (Red spinach),L.,Yeh Chi Kuan,Ts'Ing Hsiang Tsu,K'Un Lun Ts'Ao,Ts'Ao Chueh Ming,No-Geito"
Celosia cristata,,"Boenga tali,Keito,Makhmar,Rebha mangsor,Urf Al Deek,Khoroz Ibigi,Djawer hajam,Chi Kuan,Djawer kotok,Rara ajam"
Celosia scabra,,nan
Celosia stuhlmanniana,,nan
Celosia trigyna,,nan
Celsia coromandeliana,,nan
Celtis africana,,nan
Celtis australis,,Almez
Celtis brasiliensis,,nan
Celtis cinnamomea,,nan
Celtis cinnamonea,,nan
Celtis iguanaea,,nan
Celtis iguanaeus,,nan
Celtis iguanea,,"Chene Blanc,Guaraguao"
Celtis sp.,,"Tjitig,Kotes,Ki tamihjang,Kayu tahi (Dung wood),Tanem"
Cenchrus brownei,,"Chiendent,Cadillo"
Cenchrus echinatus,,nan
Cenchrus myosuroides,,Piquant Cousin
Cenchrus palmeri,,nan
Cenchrus pauciflorus,,"Herbe A Deux Bouts,Cadillo"
Cenchrus tribuloides,,Zacapolin
Centaurea acaulis,,Ardjikna
Centaurea americana,,nan
Centaurea aspera,,Centaura Aspera
Centaurea behen,,nan
Centaurea calcitrapa,,"Cardo Estrelado,Stern Flodkenblume,Kalketrip,Abrojo,Ippofesto,Calcatreppolo,Common Star Thistle,Abre Puno,Calcitrapa,Chausse Trape,Chardon Etoile"
Centaurea centaurium,,"Centaury,Buyuk Kantaron"
Centaurea cyaneus,,Cornflour
Centaurea cyanus,,"Peygamber Cicegi,A'Nber,Aciano,Sentoria,Mawi Pighember Chichegi"
Centaurea jacea,,Kara Kantaron
Centaurea monantha,,Lou Lu
Centaurea montana,,"Mountain Centaury,Berg Centaurie,Centauree De Montagne,Bleuet Vivace"
Centaurea nigra,,"Centauree Noire,Knapweed,Black Knapweed,Zwarte Knoop"
Centaurea picris,,nan
Centaurea rhaponticum,,nan
Centaurea salonitana,,Centaurion
Centaurea scabiosa,,"Scabieuse,Buyuk Kantaron"
Centaurea senegalensis,,nan
Centaurea solstitialis,,Yellow Star Thistle
Centaurium beyrichii,,Rock Centaury
Centaurium cachanlahuen,,nan
Centaurium calycosum,,Buckley Centaury
Centaurium chironioides,,nan
Centaurium pulchellum,,nan
Centaurium roxburghii,,nan
Centaurium umbellatum,,"Kantaron,Centaury,Centaura Menor"
Centella asiatica,,"Asya Sutasi,Pennywort,Marsh,Pegaga,Brahmi"
Centipeda minima,,nan
Centipeda minuta,,"Shih Hu Sui,T'Ien Hu Sui,E Pu Shih Ts'Ao"
Centipeda orbicularis,,Pe kong chhau
Centotheca latifolia,,nan
Centranthera indica,,nan
Centranthus ruber,,Milamores
Centratherum anthelmintica,,nan
Centratherum anthelminticum,,nan
Centratherum anthemlinticum,,nan
Centropogon calycinus,,nan
Centrosema plumieri,,nan
Centrosema virginianum,,"Corde Violon,Liane Fifi,Liane Violon,Sonajero Azul,nan"
Ceodes brunoniana,,nan
Cephaelis acuminata,,Ipecac
Cephaelis barcellana,,nan
Cephaelis emetica,,nan
Cephaelis ipecacuanha,,"Ipeka,Altim Koku,Tokon,Ipecac"
Cephaelis tomentosa,,nan
Cephalanthera sp,,Efibaktis
Cephalanthus occidentalis,,nan
Cephalaria ambrosioides,,Pyknokomon
Cephalaria attenuata,,nan
Cephalophora aromatica,,nan
Cerastium capense,,nan
Cerastium viscosum,,Mouseear
Cerastium vulgatum,,Mouseear
Ceratocephalus falcatus,,"Magignoka,Lizzeij"
Ceratonia siliqua,,"Algarrobo,Keciboynuzu Agaci,Caroube"
Ceratopteris thalictroides,,"Brinj Hoor,Magtu' Al Asel,Shui Chueh,Sayur kodok (Frog vegetable),Paku roman (Stubble fern)"
Ceratosanthes corniculata,,nan
Ceratotheca sesamoides,,nan
Cerbera manghas,,"Bintaru,Bentan"
Cercidium praecox,,nan
Cercis canadensis,,Redbud
Cercis chinensis,,"Tzu Ching,nan"
Cercis siliquastrum,,Erguvan
Cercocarpus montanus,,"Mountain Mahogany,nan"
Cereus divaricatus,,nan
Cereus donkelarii,,nan
Cereus fimbriatus,,nan
Cereus grandiflorus,,"Cactus,Cacto,Koningen Der Nacht,Night-Blooming Ceresus"
Cereus hexagonus,,nan
Cereus quadrangularis,,Tuna
Cereus repandus,,nan
Cerinthe major,,"Grosse Wachsblume,Great Honeywort,Ceriflor"
Cerinthe sp,,Honeywort
Ceriops tagal,,Tengar
Ceropegia bulbosa,,nan
Ceropegia tuberosa,,nan
Cestrum dumentorum,,nan
Cestrum dumetorum,,nan
Cestrum hartwegii,,nan
Cestrum lanatum,,nan
Cestrum latifolium,,nan
Cestrum laurifolium,,Crevajoso
Cestrum nocturnum,,"Jasmin De Nuit,Lilas De Nuit,Night-Blooming Jessamine,Jasmin Caca Chatte,Dama De Noche"
Cestrum parqui,,Palqui
Cestrum pseudoquina,,Duraznillo
Ceterach officinarum,,"Spleenwort,Doradilla"
Cetraria islandica,,nan
Cetraria juniperina,,nan
Chaectospermum glutinosum,,nan
Chaenactis douglasii,,Rattlesnake Tail
Chaenomeles japonica,,Kusa-Boke
Chaenomeles lagenaria,,nan
Chaenomeles sinensis,,Karin
Chaenomeles speciosa,,Boke
Chaerophyllum sativum,,Cerfeuil
Chaerophyllum temulum,,Sarmina
Chaetacme microcarpa,,nan
Chaetocalyx latisiliqua,,nan
Chaetoptelea mexicana,,nan
Chailletia toxicaria,,nan
Chamaecyparis lawsoniana,,nan
Chamaecyparis nootkatensis,,nan
Chamaecyparis pisifera,,Dwarf Cypress
Chamaedorea tepejilota,,nan
Chamaelirium luteum,,nan
Chamaemelum nobile,,"Babunnag,Baghdad Hawingi,Gula Faq"
Chamaemelum nobilis,,Manzanilla Romana
Chamaerops excelsa,,Tsung Lu
Chamaerops humilis,,Palmito
Chamaesyce berteriana,,Ti Malomin
Chamaesyce hirta,,"Malnommee,Yerba Lechera,Marcasa,Malomin,Malcasa,Malcasada"
Chamaesyce hypericifolia,,"Yerba Lechera,nan"
Chamaesyce hyssopifolia,,Yerba Lechera
Chamaesyce prostrata,,Yerba Lechera
Chamaesyce serpens,,"Malomet,Yerba Lechera"
Chamaesyce sp,,nan
Chamissoa altissima,,Liane Panier
Champereia griffithii,,Chemperai
Champereia manillana,,nan
Changium smyrnioides,,nan
Chaptalia nutans,,"Taureau-Tigre,Tussilage,Pinga Negre,Pas D'Ane"
Chartoloma chartacea,,nan
Chartoloma curviflora,,nan
Chartoloma rostratra,,nan
Chasallia chartacea,,"Gading galoh,Kayu tulang (Bone wood),Buah beras (Rice fruit),Biring sigalak,Jarum-jarum"
Cheilanthes alabamensis,,nan
Cheilanthes hirta,,"Fern,Parsley,nan"
Cheilanthes lanosa,,nan
Cheilanthes myriophylla,,nan
Cheilanthes pedata,,"Capillaire,Feuilles Poitrinaires"
Cheilanthes pteridioides,,nan
Cheilanthes tenuifolia,,Resam lumut
Cheiranthus cheiri,,"Nioi-Ara-Seito,Sebboy,Wallflower,Alheli Amarillo,Sari Shabboy,Manthur-Asfar"
Chelidonium laciniatum,,nan
Chelidonium majus,,"Kirlangicotu,Celandine,Kusanowo,Celidonia,Otompui Kina,Svalert,Kelta Ruoho,Schelkraut"
Chelidonium majusvar.asiaticum,,Kusa-No-O
Chelonanthus acutangulus,,nan
Chelonanthus chelonoides,,nan
Chelone glabra,,"Tosbagacicegi,Turtlehead"
Chenopodium album,,"Mel Ganzevoet,Hui T'Iao,Fisa Al Kilab,White Goosefoot,Vastuk,Hui Hsien,Kulf,Gemeiner Gansefuss,Chenopode Blanc,Farinacco,Cenizo"
Chenopodium albumvar.anthelminticum,,America-Arita-So
Chenopodium albumvar.centrorubrum,,Akaza
Chenopodium ambrisioides,,nan
Chenopodium ambrosioides,,"Semin Contra,Feuilles A Vers,Apasote,Meksika Cayi,Simon Contegras,Paico,L.,Semen Contra,Chenopode,Herbe A Vers,Pazote"
Chenopodium bonus-henricus,,"Yabani Ispanak,Zurron,Mercurialis"
Chenopodium botrys,,Biengranada
Chenopodium californicum,,nan
Chenopodium chilense,,nan
Chenopodium foetidum,,nan
Chenopodium graveolens,,nan
Chenopodium hircinum,,nan
Chenopodium multifidum,,nan
Chenopodium murale,,Celedonia
Chenopodium pallidicaule,,nan
Chenopodium procerum,,nan
Chenopodium quinoa,,nan
Chenopodium rubrum,,nan
Chenopodium vulvaria,,"Fena Kokulu Kazayagi,Vulvaria"
Chilopsis lineari,,nan
Chilopsis linearis,,nan
Chimaphila corymbosa,,Pippsisewa
Chimaphila maculata,,"Wintergreen,Spotted"
Chimaphila sp,,Wintergreen
Chimaphila umbellata,,"Pyrole En Ombelle,Spotted Wintergreen,Doldiges Wintergrun,Pipsissewa,Skjaerm Vintergron,Prince'S Pine,Ground Ivy,Chimaphile,Winterlieb"
Chimaphila umbeltata,,nan
Chimonanthus fragrans,,"Huang Mei Hua,La Mei"
Chiococca alba,,"Bejuco Timaque,Bejuco De Berraco,Cainca,Croc Souris,David'S Root,Quimaque,Jasmin Batard,Timacle,Timaque,Snowberry"
Chiococca phaenostemon,,nan
Chionanthus virginicus,,"Kar Agaci,Greybeard,Kar Cicegi"
