,TAXON,ACTIVITY,CNAME,FAMILY,GENUS,SPECIES
1669,Borassus flabellifer,"Ache(Ear),Ache(Head),Adenopathy,Anodyne,Carbuncle,Demulcent,Epilepsy,Gangrene,Hemorrhage,Inflammation,Intoxicant,Menorrhagia,Nausea,Phlegm,Poison,Restorative,Scabies,Septicemia,Sore,Spiderlick,Stimulant,Stroke,Wound,Refrigerant,Syphilis,Burn,Convulsion,Poultice,Tumor(Uterus),Dropsy","nan,Pei Shu,Palmira Hurma Agaci",Arecaceae,Borassus,flabellifer
1670,Borassus flabellifera,"Diuretic,Dysentery,Hemoptysis,Tuberculosis","Lontar,Kolir watan,Seriai,Rontal",Arecaceae,Borassus,flabellifera
1671,Borojoa patinoi,Intoxicant,nan,Rubiaceae,Borojoa,patinoi
1672,Borreria articularis,"Alterative,Anodyne,Coffee,Gallstone,Ache(Head),Poultice,Sore,Stimulant,Ache(Stomach),Breast","nan,Gempur watu,Rumput susur,Rumput sumpu,Rumput setawar",Rubiaceae,Borreria,articularis
1673,Borreria capitata,Ipecac,nan,Rubiaceae,Borreria,capitata
1674,Borreria hispida,"Alterative,Coffee",nan,Rubiaceae,Borreria,hispida
1675,Borreria laevis,"Calculus,Cold,Lithontriptic","Coupe Colonne,nan",Rubiaceae,Borreria,laevis
1676,Borreria latifolia,"Bite(Snake),Kidney,Diuretic",nan,Rubiaceae,Borreria,latifolia
1677,Borreria ocymoides,Bite(Snake),nan,Rubiaceae,Borreria,ocymoides
1678,Borreria verticillata,"Ache(Stomach),Cold,Depurative,Diabetes,Dysmenorrhea,Fever",nan,Rubiaceae,Borreria,verticillata
1679,Borrichia arborescens,"Ache(Back),Antidote,Cold,Pertussis",nan,Asteraceae,Borrichia,arborescens
1680,Boschniakia glabra,"Aphrodisiac,Impotency,Spermatorrhea,Tonic",nan,Orobanchaceae,Boschniakia,glabra
1681,Boscia octandra,Collyrium,nan,Capparaceae,Boscia,octandra
1682,Bosqueia angolensis,Diarrhea,nan,nan,Bosqueia,angolensis
1683,Boswellia bhaw-dajiana,Cancer,Incense,Burseraceae,Boswellia,bhaw-dajiana
1684,Boswellia carteri,"Alterative,Astringent,Cancer,Carminative,Diuretic,Expectorant,Gonorrhea,Leprosy,Stimulant,Struma,Tonic,Urogenital,Iran,Carbuncle,Fumigant,Sclerosis,Sedative,Sore,Spermatorrhea,Tumor(Breast)","Ju Hsiang,nan,Tu Lu Hsiang,To Chia Lo Hsiang,Hsun Lu Hsiang,Male Incense,Incienso,Mo Le Hsiang,T'Ien Tse Hsiang,Kondor",Burseraceae,Boswellia,carteri
1685,Boswellia glabra,"Cancer,Cancer(Breast),Cancer(Cervix),Cancer(Stomach)","Olibanum,nan",Burseraceae,Boswellia,glabra
1686,Boswellia papyrifera,"Evil eye,Fever,Tranquilizer",nan,Burseraceae,Boswellia,papyrifera
1687,Boswellia serrata,"Bite(Snake),Cancer(Breast),Cancer(Uterus),Condyloma,Medicine,Nerves,Rinderpest,Sclerosis(Breast),Tumor(Uterus),Cancer,Rheumatism","nan,Chamaepitys,Tus,Frankincense,Olibanum",Burseraceae,Boswellia,serrata
1688,Boswellia sp,"Alterative,Astringent,Carminative,Emmenagogue,Nervine,Sedative,Stimulant,Tonic,Tumor(Abdomen),Diuretic,Abortifacient,Cancer","Encens Male,Olibano,Wierookboom,Ju Hsiang,Fustet,Weihrauchbaum,Olibanum,Frankincense,Incienso,Hsun Lu Hsiang,Clavalier,Strepuledium",Burseraceae,Boswellia,sp
1689,Boswellia thurifera,Pleurisy,nan,Burseraceae,Boswellia,thurifera
1690,Botrychium lunaria,"Cancer(Breast),Diarrhea,Dysentery,Vulnerary,Wound,Rupture","Moonwort,Lunaria Menor,nan,Gazel Dili",Ophioglossaceae,Botrychium,lunaria
1691,Botrychium ternatum,"Wound,Dysentery,Rupture",nan,Ophioglossaceae,Botrychium,ternatum
1692,Botrychium virginianum,"Dysentery,Rupture,Wound",nan,Ophioglossaceae,Botrychium,virginianum
1693,Botryopleuron axillare,"Ascites,Circulation,Parotitis,Regeneration,Rheumatism,Swelling,Boil,Carminative,Detoxicant,Trauma,Wound,Arthralgia",nan,Scrophulariaceae,Botryopleuron,axillare
1694,Bouchea sp,Diarrhea,nan,Verbenaceae,Bouchea,sp
1695,Bouea macrophylla,"Thrush,Ache(Head)","Kundangan,Gandaria",Anacardiaceae,Bouea,macrophylla
1696,Bougainvillea glabra,"Cough,Flu,Pertussis,Cold","nan,Bougainvillier,Bougainviller,Trinitaria",Nyctaginaceae,Bougainvillea,glabra
1697,Bougainvillea spectabilis,Cold,nan,Nyctaginaceae,Bougainvillea,spectabilis
1698,Bourreria formosa,Liqueur,nan,Boraginaceae,Bourreria,formosa
1699,Bourreria huanita,"Astringent,Condyloma,Fever","nan,Yzquixochitl",Boraginaceae,Bourreria,huanita
1700,Bourreria ovata,"Cold,Debility,Enuresis,Flu",nan,Boraginaceae,Bourreria,ovata
1701,Boussingaultia baselloides,Corn,nan,Basellaceae,Boussingaultia,baselloides
1702,Bouteloua gracilis,Cyanogenetic,nan,Poaceae,Bouteloua,gracilis
1703,Bouvardia ternifolia,"Dysentery,Heat,Rabies,Heart,Epistaxis",nan,Rubiaceae,Bouvardia,ternifolia
1704,Bowdichia virgilioides,"Astringent,Bruise,Cancer,Phthisis,Wound","nan,Alcornoque",Fabaceae,Bowdichia,virgilioides
1705,Bowiea volubilis,"Cardiotonic,Dropsy,Fatality,Purgative,Poison,Sterility",nan,Liliaceae,Bowiea,volubilis
1706,Bowiea vulubilis,Purgative,nan,Liliaceae,Bowiea,vulubilis
1707,Brabejum stellatifolium,Poison,nan,Proteaceae,Brabejum,stellatifolium
1708,Brachiaria paspaloides,Lactogogue,nan,Poaceae,Brachiaria,paspaloides
1709,Brachyclados stuckertii,"Asthma,Mountain Sickness,Mountain-Sickness","nan,Herba Brachycladi",Asteraceae,Brachyclados,stuckertii
1710,Brachylaena elliptica,Diabetes,nan,Asteraceae,Brachylaena,elliptica
1711,Brachylaena hutchinsii,Soap,nan,Asteraceae,Brachylaena,hutchinsii
1712,Brachystegia spiciformis,"Antiseptic,Wound",nan,Fabaceae,Brachystegia,spiciformis
1713,Brachystelma foetidum,"Root,Cold",nan,Asclepiadaceae,Brachystelma,foetidum
1714,Brasenia peltata,"Cachexia,Cancer,Fever,Piles,Vermifuge,Virility,Vulnerary,Debility,Favus","Hsien Mao Chiu,Shun Ts'Ai,Shun,Chu Shun,Shui K'Uei",Cabombaceae,Brasenia,peltata
1715,Brasenia schreberi,"Cancer(Stomach),Cancer","Shui K'Uei,Shun Ts'Ai,Zyunsai",Cabombaceae,Brasenia,schreberi
1716,Brassica campestris,"Anodyne,Arthritis,Bronchitis,Cataplasm,Chill,Cold,Cough,Laxative,Leprosy,Ointment-Base,Pneumonia,Rheumatism,Rubefacient,Scabies,Scurvy,Stiffness,Syphilis,Resolvent,Carminative","Abura-Na,Salgam,nan,Chou,Ma Chieh",Brassicaceae,Brassica,campestris
1717,Brassica chinensis,"Alcoholism,Diuretic,Fever,Intoxication,Laxative,Antivinous,Hair-Tonic,Refrigerant",Pai Ts'Ai,Brassicaceae,Brassica,chinensis
1718,Brassica eruca,Tumor(Penis),Rocket,Brassicaceae,Brassica,eruca
1719,Brassica hirta,"Cancer(Stomach),Tumor(Abdomen)","Mustard,Sarshapa",Brassicaceae,Brassica,hirta
1720,Brassica integrifolia,"Gastralgia,Lumbago,Neuralgia,Vesicant,Colic,Emetic,Pain,Rubefacient",nan,Brassicaceae,Brassica,integrifolia
1721,Brassica juncea,"Ache(Foot),Anodyne,Emetic,Ache(Head),Lumbago,Medicine,Rubefacient,Stimulant,Syphilis,Apertif,Arthritis,Diuretic,Emmenagogue,Rheumatism","nan,Karasi-Na,Sawi-sawi,Sesawi",Brassicaceae,Brassica,juncea
1722,Brassica kaber,"Cataplasm,Rubefacient,Tumor(Throat),Dyspepsia","Moutarde,Mostaza Criollo,Mustard,Moutarde Blanche",Brassicaceae,Brassica,kaber
1723,Brassica lanceolata,Spice,Chieh,Brassicaceae,Brassica,lanceolata
1724,Brassica napobrassica,Cancer,Turnip,Brassicaceae,Brassica,napobrassica
1725,Brassica napus,"Chest-Cold,Diuretic,Gout,Pectoral,Soporific,Cancer,Catarrh","Nabo,Naveterinary,Turnip",Brassicaceae,Brassica,napus
1726,Brassica nigra,"Ache(Foot),Anodyne,Apertif,Arthritis,Carminative,Counterirritant,Diuretic,Emetic,Herpes,Lymphoma(Neck),Mustard-Plaster,Pneumonia,Poultice,Rheumatism,Rubefacient,Sciatica,Sclerosis(Spleen),Scurvy,Stimulant,Stomachic,Tumor(Viscera),Vesicant,Neuralgia,Dandruff,Laxative,Lumbago,Pleurisy","nan,Kuro-Garasi,Ch'Ing Chieh,Qara Khardal,Siyah Hardal,Khardal Aswad,Mustard,Mostaza Negra,Nware Mostaude",Brassicaceae,Brassica,nigra
1727,Brassica oleracea,"Cancer,Cancer(Stomach),Infection,Intellect,Jaundice,Soporific,Sore,Tumor,Tumor(Breast),Wart,Cyanogenetic,Scurvy,Vermifuge","Col,Repollo,Chou,Kan Lan,Lan Ts'Ai,Weisskohl,Cabbage,nan,Berza",Brassicaceae,Brassica,oleracea
1728,Brassica rapa,"Antivinous,Arthritis,Breast,Chest-Cold,Digestive,Dysentery,Flu,Hair-Tonic,Honey,Laxative,Mastitis,Oil,Refrigerant,Resolvent,Rheumatism,Skin,Sore,Fever,Scurvy,Cancer,Cold,Cosmetic,Diuretic,Emetic,Hematachezia,Spasm,Wart","Wu Ching,Shalgham,Yun T'Ai,nan,Yu T'Sai,Man Ching,Abura-Na,Shelem,Turnip",Brassicaceae,Brassica,rapa
1729,Brassica rugosa,"Evil eye,Fumitory,Lactogogue,Vermifuge",nan,Brassicaceae,Brassica,rugosa
1730,Brassica sp,"Eruption,Poison,Poultice,Ache(Tooth),Sore,Expectorant","Chieh,Rape,nan",Brassicaceae,Brassica,sp
1731,Bravaisia floribunda,Pectoral,nan,Acanthaceae,Bravaisia,floribunda
1732,Bravaisia sp,Expectorant,nan,Acanthaceae,Bravaisia,sp
1733,Breynia cernua,"Leg,Salve,Swelling",nan,Euphorbiaceae,Breynia,cernua
1734,Breynia discigera,Renosis,Saga monyit,Euphorbiaceae,Breynia,discigera
1735,Breynia fruticosa,Ache(Tooth),nan,Euphorbiaceae,Breynia,fruticosa
1736,Breynia patens,Tumor,nan,Euphorbiaceae,Breynia,patens
1737,Breynia reclinata,"Dermatosis,Fever,Mumps,Swelling,Ache(Head)","Pokok hujan panas,Janggi padang,Ambin buah,Chechermean,Saga",Euphorbiaceae,Breynia,reclinata
1738,Breynia rhamnoides,"Astringent,Hemorrhage,Parturition,Ache(Stomach),Tumor","nan,Hujan panas,Pavala Poola",Euphorbiaceae,Breynia,rhamnoides
1739,Breynia sp,"Boil,Ache(Tooth)",nan,Euphorbiaceae,Breynia,sp
1740,Brickelia cavanillesii,"Diarrhea,Febrifuge,Vermifuge",nan,nan,Brickelia,cavanillesii
1741,Brickellia cavanillesi,"Antiseptic,Bilious,Depurative,Fever,Malaria,Sialogogue,Taenifuge,Tonic",nan,Asteraceae,Brickellia,cavanillesi
1742,Brickellia lanata,Depurative,nan,Asteraceae,Brickellia,lanata
1743,Brickellia sp,Sore,nan,Asteraceae,Brickellia,sp
1744,Brickellia squarrosa,"Fever,Stomach,Vermifuge,Diarrhea",nan,Asteraceae,Brickellia,squarrosa
1745,Brickellia vernoicaefolius,Stomach,nan,Asteraceae,Brickellia,vernoicaefolius
1746,Brickellia veronicaefolia,"Anodyne,Dyspepsia,Gastralgia,Arthritis",nan,Asteraceae,Brickellia,veronicaefolia
1747,Brickellia veronicaefolius,"Dyspepsia,Rheumatism",nan,Asteraceae,Brickellia,veronicaefolius
1748,Bridelia ferruginea,"Bladder,Diarrhea,Dysentery,Edema,Intestine,Mouthwash,Preventitive(Syphilis),Rheumatism,Skin,Thrush,Fever,Laxative,Ache(Head),Anodyne,Antidote(Arrow poison),Diabetes Mellitis,Eruption,Gonorrhea,Stiffness,Diuretic",nan,Euphorbiaceae,Bridelia,ferruginea
1749,Bridelia micrantha,"Ache(Head),Ache(Stomach),Chest,Cold,Conjunctivitis,Gastritis,Laxative,Mouthwash,Purgative,Scabies,Sore(Eye),Antidote,Antiabortifacient,Stomach",nan,Euphorbiaceae,Bridelia,micrantha
1750,Bridelia monoica,"Colic,Fever,Parturition,Ache(Stomach)","Kanyere,nan,Kerenan,Kenidai",Euphorbiaceae,Bridelia,monoica
1751,Bridelia penangiana,Itch,Kenidai,Euphorbiaceae,Bridelia,penangiana
1752,Bridelia retusa,"Astringent,Piscicide","nan,Pow nam,Teng nam",Euphorbiaceae,Bridelia,retusa
1753,Bridelia stipularis,"Chancre,Exudation,Pleuritis","Kenidai babi,nan",Euphorbiaceae,Bridelia,stipularis
1754,Bridelia tomentosa,"Medicine,Colic",nan,Euphorbiaceae,Bridelia,tomentosa
1755,Briza minor,Cyanogenetic,nan,Poaceae,Briza,minor
1756,Bromelia karatas,"Inebrity,Scurvy,Diabetes",nan,Bromeliaceae,Bromelia,karatas
1757,Bromelia nidus-puellae,Scurvy,nan,Bromeliaceae,Bromelia,nidus-puellae
1758,Bromelia pinguin,"Dysmenorrhea,Medicine,Sore,Scurvy","nan,Pingouin",Bromeliaceae,Bromelia,pinguin
1759,Bromheadia sp.,Rheumatism,Seraman,Orchidaceae,Bromheadia,sp.
1760,Bromus catharticus,Purgative,nan,Poaceae,Bromus,catharticus
1761,Bromus mollis,Poison,nan,Poaceae,Bromus,mollis
1762,Brosimum alicasrtum,Lactagogue,nan,Moraceae,Brosimum,alicasrtum
1763,Brosimum alicastrum,"Asthma,Cancer(Uterus),Chest,Coffee,Galactogogue,Lactagogue,Sedative,Bronchitis","nan,Caucho Macho",Moraceae,Brosimum,alicastrum
1764,Brosimum utile,"Asthma,Inflammation,Masticatory,Tumor,Lactogogue","nan,Cowtree",Moraceae,Brosimum,utile
1765,Broussaisia arguta,Conception,nan,Hydrangeaceae,Broussaisia,arguta
1766,Broussaisia palludosa,Conception,nan,Hydrangeaceae,Broussaisia,palludosa
1767,Broussonetia papyrifera,"Anuria,Bite(Bug),Cancer,Diarrhea,Diuretic,Dyspepsia,Flux,Gonorrhea,Hematemesis,Impotency,Menorrhagia,Rheumatism,Tonic,Vulnerary,Wound,Astringent,Eruption,Ascites,Dysentery,Nephritis,Pregnancy,Tinea","Ch'U,Ku Shu,nan",Moraceae,Broussonetia,papyrifera
1768,Browallia americana,Skin,nan,Solanaceae,Browallia,americana
1769,Browallia demissa,"Skin,Cancer","nan,Botonera",Solanaceae,Browallia,demissa
1770,Brownea grandiceps,"Astringent,Dysentery,Epistaxis,Hemostat,Menorrhagia,Diarrhea",nan,Fabaceae,Brownea,grandiceps
1771,Brownea latifolia,"Abortifacient,Amenorrhea,Cold,Cough,Hemostat,Wound",nan,Fabaceae,Brownea,latifolia
1772,Brownea sp,Dysentery,nan,Fabaceae,Brownea,sp
1773,Brucea amarissima,"Anodyne,Dysentery,Fever,Internal,Mange(Veterinary),Skin,Splenomegaly",nan,Simaroubaceae,Brucea,amarissima
1774,Brucea antidysenterica,"Cancer,Fever,Tumor,Diarrhea",nan,Simaroubaceae,Brucea,antidysenterica
1775,Brucea javanica,"Amebiasis,Anodyne,Anticoagulant,Boil,Cancer(Esophagus),Cholagogueue,Condyloma,Corn,Cough,Diarrhea,Dysentery,Emetic,Fever,Insecticide,Labor,Malaria,Mange,Nematicide,Piles,Poison,Pulicide,Ringworm,Splenomegaly,Tumor(Lung),Vermifuge,Wen,Cathartic,Bite(Centipede),Colic,Rheumatism,Scurf,Sore,Wart","nan,Hempedu beruang (Bear gall),Tambur bui,Ya Dan Zi,Embalau betina,Melada pahit (Bitter pepper),Sikalur,Lada barau,Sarai pusur,Malur,Kwalot,Lada pahit (Bitter pepper),Dadih-dadih",Simaroubaceae,Brucea,javanica
1776,Brucea sumatrana,"Dysentery,Fever,Insecticide,Stomachic,Diarrhea","nan,Kosam,Macassar Seed,Tambara Maritja,Lada Pahit",Simaroubaceae,Brucea,sumatrana
1777,Brugmansia amesianum,"Narcotic,Tumor,Swelling,Intoxicant","Kwai Borrachero,nan,Culebra Borrachere",Solanaceae,Brugmansia,amesianum
1778,Bruguiera conjugata,Astringent,nan,Rhizophoraceae,Bruguiera,conjugata
1779,Brunfelsia hopeana,"Alterative,Diuretic,Rheumatism,Scrofula,Laxative","Manaca,nan,Manaka,Vegetable Mercury",Solanaceae,Brunfelsia,hopeana
1780,Brunfelsia latifolia,Rheumatism,nan,Solanaceae,Brunfelsia,latifolia
1781,Brunfelsia maritima,Rheumatism,nan,Solanaceae,Brunfelsia,maritima
1782,Brunsfelsia hopeana,Rheumatism,nan,nan,Brunsfelsia,hopeana
1783,Brunsvigia radulosa,"Cement,Sterility",nan,Liliaceae,Brunsvigia,radulosa
1784,Bryonia alba,"Cancer,Diuretic,Emetic,Emmenagogue,Expectorant,Pleurisy,Poison,Purgative,Vermifuge,Anodyne,Cough,Hydragogue","Bryonia,Seytansalgami",Cucurbitaceae,Bryonia,alba
1785,Bryonia cretica,Poison,Bryony,Cucurbitaceae,Bryonia,cretica
1786,Bryonia dioica,"Cough,Diuretic,Dropsy,Hemorrhage,Purgative,Sclerosis(Spleen),Phthisis","Enab Al Hayah,Burionia,nan,Nueza,White Bryony,Tre Mara",Cucurbitaceae,Bryonia,dioica
1787,Bryonopsis affinis,Diarrhea,nan,Cucurbitaceae,Bryonopsis,affinis
1788,Bryonopsis laciniosa,"Adenopathy,Ague,Anodyne,Bite(Snake),Bronchitis,Carbuncle,Cholera,Colic,Tuberculosis,Convulsion,Cough,Delirium,Fertility,Fever,Repellant(Insect),Laxative,Megalospleny,Phthisis,Sore,Swelling,Syphilis,Tongue,Tonic,Tumor,Ache(Head),Asthma,Boil,Paralysis,Post-Natal",nan,Cucurbitaceae,Bryonopsis,laciniosa
1789,Bryophyllum calycinum,"Bite(Bug),Boil,Sore,Wound,Bruise","Bryofyllum,Nabat Al Hayat,Tawugh Penje Si",Crassulaceae,Bryophyllum,calycinum
1790,Bryophyllum pinatum,Bite(Bug),nan,Crassulaceae,Bryophyllum,pinatum
1791,Bryophyllum pinnatum,"Ache(Ear),Ache(Head),Ague,Anodyne,Antiseptic,Bactericide,Boil,Bruise,Cancer,Cicatrizant,Cold,Colic,Dermatosis,Diuretic,Dysmenorrhea,Emollient,Enteritis,Epilepsy,Erysipelas,Fever,Cold(Head),Heart,Hemostat,Hypertension,Nephritis,Ophthalmia,Palpitation,Rhagades,Rheumatism,Soporific,Sore,Spasm,Swelling,Ulcer,Vulnerary,Witchcraft,Wound,Conjunctivitis,Cough,Sprain,Tumor","nan,Tope-Tope,Bunitiris,Sedingin,Loup Garou,Loup-Garou,Yerba Bruja,L'Ane Blanc,Ganti batang,Sanglou,Higuey,Suru bebek,Kerenchong,Febrivier,Feuilles Sorcier,Bruja,Z'Herbe Mal Tete,Daun sejuk,Seringin,Feuilles Loup-Garou",Crassulaceae,Bryophyllum,pinnatum
1792,Buchanania latifolia,"Burn,Cholera,Diarrhea,Dysuria,Fever,Phthisis,Gingivitis",nan,Anacardiaceae,Buchanania,latifolia
1793,Buchanania lucida,Ache(Head),Kelumpang keras,Anacardiaceae,Buchanania,lucida
1794,Buchenroedera viminea,Lightning,nan,Fabaceae,Buchenroedera,viminea
1795,Buchholzia coriacea,Ache(Ear),nan,Capparaceae,Buchholzia,coriacea
1796,Buchnera lithospermifolia,Ache(Head),nan,Scrophulariaceae,Buchnera,lithospermifolia
1797,Buddleja americana,"Analgesic,Aposteme,Burn,Cirrhosis,Diuretic,Dropsy,Hepatitis,Hypnotic,Rheumatism,Sore,Tetanus,Tumor,Wound,Ache(Head),Anodyne","nan,Zayolizcan",Loganiaceae,Buddleja,americana
1798,Buddleja asiatica,"Abortifacient,Dermatosis,Inflammation,Intoxicant,Malaria,Piscicide,Poison,Skin,Tumor","nan,Lour.,Mengayen,Kai bok,Daukfou",Loganiaceae,Buddleja,asiatica
1799,Buddleja brasiliensis,"Expectorant,Medicine(Veterinary)",nan,Loganiaceae,Buddleja,brasiliensis
1800,Buddleja cambara,Pectoral,nan,Loganiaceae,Buddleja,cambara
1801,Buddleja cordata,"Diuretic,Rheumatism,Uterus",nan,Loganiaceae,Buddleja,cordata
1802,Buddleja corrugata,Fuel,nan,Loganiaceae,Buddleja,corrugata
1803,Buddleja curviflora,"Antidote(Fish),Catarrh,Fish-Bones,Piscicide","Nao Yu Hua,nan,Tsui Yu Ts'Ao",Loganiaceae,Buddleja,curviflora
1804,Buddleja globosa,"Callus,Wart","Palnin,Quisuar",Loganiaceae,Buddleja,globosa
1805,Buddleja incana,"Callus,Wart","Palnin,Quisuar",Loganiaceae,Buddleja,incana
1806,Buddleja lindleyana,Antidote,nan,Loganiaceae,Buddleja,lindleyana
1807,Buddleja macrostachya,Masticatory,nan,Loganiaceae,Buddleja,macrostachya
1808,Buddleja madagascariensis,"Asthma,Bronchitis,Cough,Soap","nan,Lamk.",Loganiaceae,Buddleja,madagascariensis
1809,Buddleja marrubiifolia,"Diuretic,Apertif",nan,Loganiaceae,Buddleja,marrubiifolia
1810,Buddleja marubifolia,"Diuretic,Inappetence",nan,Loganiaceae,Buddleja,marubifolia
1811,Buddleja marubiifolia,Rheumatism,nan,Loganiaceae,Buddleja,marubiifolia
1812,Buddleja officinalis,"Cancer,Cataract,Eye,Fever,Opacity,Photophobia,Conjunctivitis,Liver,Vision","nan,Mi Meng Hua,Shui Chin Hua",Loganiaceae,Buddleja,officinalis
1813,Buddleja perfoliata,"Anodyne,Antisudorific,Catarrh,Neuralgia,Ptyalism,Tuberculosis,Cold",nan,Loganiaceae,Buddleja,perfoliata
1814,Buddleja salviifolia,Fuel,nan,Loganiaceae,Buddleja,salviifolia
1815,Buddleja scordioides,Dyspepsia,nan,Loganiaceae,Buddleja,scordioides
1816,Buddleja sessiliflora,"Vulnerary,Wound,Sore",nan,Loganiaceae,Buddleja,sessiliflora
1817,Buddleja sp,"Nosebleed,Piscicide",nan,Loganiaceae,Buddleja,sp
1818,Buddleja tucumanensis,"Astringent,Stimulant",nan,Loganiaceae,Buddleja,tucumanensis
1819,Buddleja yunnanensis,Poison,nan,Loganiaceae,Buddleja,yunnanensis
1820,Bulbine asphodeloides,"Antiseptic,Aperient,Demulcent,Hemostatic,Ringworm,Wound",nan,Liliaceae,Bulbine,asphodeloides
1821,Bulbine latifolia,"Rheumatism,Blood",nan,Liliaceae,Bulbine,latifolia
1822,Bulbine narcissifolia,"Laxative,Purgative,Rheumatism,Ringworm,Wart,Wound,Fertility","nan,Snakeflower",Liliaceae,Bulbine,narcissifolia
1823,Bulbophyllum inconspicuum,"Refrigerant,Stomach,Tuberculosis,Cancer,Hemoptysis",nan,Orchidaceae,Bulbophyllum,inconspicuum
1824,Bulbophyllum vaginatum,Earache,Sakat bawang,Orchidaceae,Bulbophyllum,vaginatum
1825,Bulbostylis capillaris,"Depurative,Female",nan,Cyperaceae,Bulbostylis,capillaris
1826,Bulnesia arborea,"Sudorific,Leprosy",nan,Zygophyllaceae,Bulnesia,arborea
1827,Bumelia americana,Parturition,nan,Sapotaceae,Bumelia,americana
1828,Bumelia laetevirens,"Ache(Ear),Anodyne,Gum,Nose,Ache(Tooth)",nan,Sapotaceae,Bumelia,laetevirens
1829,Bumelia laniginosa,Masticatory,nan,Sapotaceae,Bumelia,laniginosa
1830,Bumelia lanuginosa,Masticatory,nan,Sapotaceae,Bumelia,lanuginosa
1831,Bumelia retusa,"Hemostat,Insecticide,Pediculicide,Poison,Menopause",nan,Sapotaceae,Bumelia,retusa
1832,Bumelia salicifolia,"Diuretic,Epistaxis","Caya Colorado,Acomat Marron",Sapotaceae,Bumelia,salicifolia
1833,Bumelia sp,Cancer,Buckthorn,Sapotaceae,Bumelia,sp
1834,Bumelia spiniflora,Aphrodisiac,nan,Sapotaceae,Bumelia,spiniflora
1835,Bunchosia glandsulifera,Jaundice,nan,Malpighiaceae,Bunchosia,glandsulifera
1836,Bunchosia glandsulosa,"Female,Fertility,Rheumatism",nan,Malpighiaceae,Bunchosia,glandsulosa
1837,Bunium bulbocstanum,Astringent,nan,Apiaceae,Bunium,bulbocstanum
1838,Bunium incrassatum,Astringent,Castanuela,Apiaceae,Bunium,incrassatum
1839,Bupleurum chinense,"Ache(Back),Diaphoretic,Fever,Liver,Malaria,Metroxenia,Nausea,Ache(Head),Cold,Thirst",nan,Apiaceae,Bupleurum,chinense
1840,Bupleurum falcatum,"Abdomen,Amenorrhea,Cancer(Breast),Cancer(Cervix),Diaphoretic,Diarrhea,Febrifuge,Hemostat,Inflammation,Malaria,Myalgia,Puerperium,Thorax,Vermifuge,Fever,Leukemia,Sedative,Spasm,Antidote","Ch'Ai Hu,nan,Misima-Saiko",Apiaceae,Bupleurum,falcatum
1841,Bupleurum falcatumformakiusianum,"Febrifuge,Sedative",Kyushu-Saiko,Apiaceae,Bupleurum,falcatum
1842,Bupleurum fruticosum,Sclerosis(Liver),Seseli,Apiaceae,Bupleurum,fruticosum
1843,Bupleurum octoradiatum,"Abdomen,Amenorrhea,Carminative,Cold,Cough,Deobstruent,Fever,Myalgia,Spasm,Thorax,Inflammation,Diarrhea,Dyspepsia,Puerperium","Tz'U Hu,Ch'Ai Hu",Apiaceae,Bupleurum,octoradiatum
1844,Bupleurum rotundifolium,"Rupture,Tumor,Vulnerary,Laxative","Durchwachsblatt,nan,Perfoliadum,Nido Di Scricciolo",Apiaceae,Bupleurum,rotundifolium
1845,Bupleurum scorzoneraefolium,"Bactericide,Dysmenorrhea,Internulcer,Liver,Malaria,Respiratory,Sedative,Tympanitis,Uterus,Viricide,Abdomen,Antitussive,Circulation,Cold,Menoxenia,Prolapse,Rectocele","nan,Misima-Saiko",Apiaceae,Bupleurum,scorzoneraefolium
1846,Bursera aloexylon,"Neuralgia,Poison,Scorpion",nan,Burseraceae,Bursera,aloexylon
1847,Bursera bipinnata,Wound,nan,Burseraceae,Bursera,bipinnata
1848,Bursera cuminata,Tumor,Gum Caranna,Burseraceae,Bursera,cuminata
1849,Bursera delpechiana,Soap,nan,Burseraceae,Bursera,delpechiana
1850,Bursera fagaroides,"Ache(Tooth),Tumor","nan,Quauhxiotl",Burseraceae,Bursera,fagaroides
1851,Bursera fragilis,Wound,nan,Burseraceae,Bursera,fragilis
1852,Bursera grandifolia,Fever,nan,Burseraceae,Bursera,grandifolia
1853,Bursera graveolens,Corn,nan,Burseraceae,Bursera,graveolens
1854,Bursera gummifera,"Diuretic,Dysentery,Purgative,Yellow Fever,Diaphoretic,Dropsy",nan,Burseraceae,Bursera,gummifera
1855,Bursera hindsiana,"Dyspnea,Asthma",nan,Burseraceae,Bursera,hindsiana
1856,Bursera jorullense,"Ache(Head),Astringent,Uteritis",nan,Burseraceae,Bursera,jorullense
1857,Bursera jorullensis,"Ache(Head),Fumitory,Gynecopathy,Uteritis",nan,Burseraceae,Bursera,jorullensis
1858,Bursera laxiflora,"Antidote(Black Widow),Cold,Antidote(Scorpion),Sore(Throat)",nan,Burseraceae,Bursera,laxiflora
1859,Bursera microphylla,"Antidote(Stingray),Astringent,Infection,Pediculicide,Sore,Venereal,Wound,Ache(Head),Head",nan,Burseraceae,Bursera,microphylla
1860,Bursera odorata,"Bite(Bug),Expectorant,Purgative,Scorpion,Sting(Scorpion),Wound",nan,Burseraceae,Bursera,odorata
1861,Bursera penicillata,"Catarrh,Ache(Tooth)",nan,Burseraceae,Bursera,penicillata
1862,Bursera sarcopoda,Repellant(Scorpion),nan,Burseraceae,Bursera,sarcopoda
1863,Bursera serrata,"Cholera,Rinderpest",nan,Burseraceae,Bursera,serrata
